"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.date","sale.price.n","gross.sqft","land.sqft","years.built","cs.pricePERsqft"
"3501",5," MARINERS HARBOR "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1238,35,NA," B9 "," 3108 RICHMOND TERRACE ","   "," 10303 ",2,0,2,1," B9 ",42450,339368,1176,1508,2004,288.578231292517
"3502",5," MARINERS HARBOR "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1239,11,NA," B3 "," 105 MERSEREAU AVENUE ","   "," 10303 ",2,0,2,1," B3 ",42732,330057,1608,6750,1905,205.259328358209
"3505",5," MARINERS HARBOR "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1246,91,NA," B2 "," 266 HARBOR ROAD ","   "," 10303 ",2,0,2,1," B2 ",42541,350000,1676,4512,2006,208.830548926014
"3506",5," MARINERS HARBOR "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1249,137,NA," B3 "," 14 SAMUEL PLACE ","   "," 10303 ",2,0,2,1," B3 ",42492,395000,1404,3000,1915,281.339031339031
"3510",5," MARINERS HARBOR "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1254,137,NA," B2 "," 76 GRANDVIEW AVENUE ","   "," 10303 ",2,0,2,1," B2 ",42468,450000,2918,3370,2010,154.215215901302
"3511",5," MARINERS HARBOR "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1255,1,NA," B2 "," 181 GRANDVIEW AVENUE ","   "," 10303 ",2,0,2,1," B2 ",42419,505986,2668,4445,2015,189.649925037481
"3512",5," MARINERS HARBOR "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1255,2,NA," B2 "," 177 GRANDVIEW AVENUE ","   "," 10303 ",2,0,2,1," B2 ",42404,495000,2692,3987,2015,183.878157503715
"3514",5," MARINERS HARBOR "," 03 THREE FAMILY DWELLINGS                   "," 1 ",1148,44,NA," C0 "," 463 MORNINGSTAR ROAD ","   "," 10303 ",3,0,3,1," C0 ",42551,419000,2068,4195,1975,202.611218568665
"3544",5," MARINERS HARBOR "," 07 RENTALS - WALKUP APARTMENTS              "," 2 ",1136,237,NA," C9 "," 40 WILLOW ROAD WEST "," 52 "," 10303 ",52,2,54,2," C9 ",42569,7200000,33964,70000,1973,211.989164998233
"3545",5," MARINERS HARBOR "," 14 RENTALS - 4-10 UNIT                      "," 2B ",1213,81,NA," S9 "," 2912 RICHMOND TERRACE ","   "," 10303 ",4,3,7,2," S9 ",42551,499900,5700,5008,1955,87.7017543859649
"3548",5," MARINERS HARBOR "," 22 STORE BUILDINGS                          "," 4 ",1213,84,NA," K2 "," 2910 RICHMOND TERRACE ","   "," 10303 ",0,1,1,4," K2 ",42438,100000,1700,1700,1992,58.8235294117647
"3550",5," MARINERS HARBOR "," 27 FACTORIES                                "," 4 ",1161,1,NA," F9 "," 125 LAKE AVENUE ","   "," 10303 ",0,1,1,4," F5 ",42682,8050000,166543,331102,1945,48.3358652119873
"3551",5," MARINERS HARBOR "," 27 FACTORIES                                "," 4 ",1257,75,NA," F1 "," 234 GRANDVIEW AVENUE ","   "," 10303 ",0,1,1,4," F1 ",42681,925000,5000,10300,1950,185
"3553",5," MARINERS HARBOR "," 29 COMMERCIAL GARAGES                       "," 4 ",1125,65,NA," G2 "," 11 MORNINGSTAR ROAD ","   "," 10303 ",0,1,1,4," G2 ",42592,1475000,12190,26200,1931,121.000820344545
"3555",5," MARINERS HARBOR "," 30 WAREHOUSES                               "," 4 ",1152,91,NA," E1 "," 154 MORNINGSTAR ROAD ","   "," 10303 ",0,2,2,4," E1 ",42466,475000,1600,2620,1931,296.875
"3556",5," MARINERS HARBOR "," 30 WAREHOUSES                               "," 4 ",1161,12,NA," E9 "," 175 LAKE AVENUE ","   "," 10303 ",0,1,1,4," E1 ",42592,4040000,31662,58332,1945,127.597751247552
"3567",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3475,35,NA," A1 "," 391 PATTERSON AVENUE ","   "," 10305 ",1,0,1,1," A1 ",42574,170000,1580,3400,1925,107.594936708861
"3568",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3475,37,NA," A3 "," 397 PATTERSON AVENUE ","   "," 10305 ",1,0,1,1," A3 ",42583,672045,2985,3400,2015,225.140703517588
"3569",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3478,116,NA," A5 "," 652 SEAVIEW AVENUE ","   "," 10305 ",1,0,1,1," A5 ",42586,485000,1700,1670,2000,285.294117647059
"3571",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3481,18,NA," A6 "," 752 SEAVIEW AVENUE ","   "," 10305 ",1,0,1,1," A6 ",42613,301684,728,2000,1910,414.401098901099
"3573",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3650,56,NA," A1 "," 297 BUEL AVENUE ","   "," 10305 ",1,0,1,1," A1 ",42544,600000,1580,7620,1930,379.746835443038
"3574",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3650,100,NA," A2 "," 375 BUEL AVENUE ","   "," 10305 ",1,0,1,1," A2 ",42613,455000,1040,5292,1955,437.5
"3575",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3650,102,NA," A2 "," 371 BUEL AVENUE ","   "," 10305 ",1,0,1,1," A2 ",42409,428000,1040,5334,1955,411.538461538462
"3576",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3651,94,NA," A1 "," 325 DONGAN HILLS AVENUE ","   "," 10305 ",1,0,1,1," A1 ",42585,339200,1324,3600,1920,256.19335347432
"3580",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3656,149,NA," A5 "," 57 SLATER BOULEVARD ","   "," 10305 ",1,0,1,1," A5 ",42493,399999,1280,2688,1970,312.49921875
"3581",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3657,32,NA," A1 "," 50 SLATER BOULEVARD ","   "," 10305 ",1,0,1,1," A1 ",42584,415000,1200,2800,1975,345.833333333333
"3582",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3657,75,NA," A5 "," 271 SEAVER AVENUE ","   "," 10305 ",1,0,1,1," A5 ",42713,425000,1200,2576,1965,354.166666666667
"3583",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3658,43,NA," A9 "," 330 SEAVER AVENUE ","   "," 10305 ",1,0,1,1," A9 ",42670,459000,1224,615,1978,375
"3584",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3667,8,NA," A5 "," 61 MEADOW PLACE ","   "," 10306 ",1,0,1,1," A5 ",42661,525000,1548,2007,1999,339.147286821705
"3585",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3668,20,NA," A5 "," 77 BOUNDARY AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42632,469000,1688,2050,2001,277.843601895735
"3586",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3669,7,NA," A5 "," 76 BOUNDARY AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42643,431000,1088,2300,1960,396.139705882353
"3587",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3670,20,NA," A2 "," 278 HULL AVENUE ","   "," 10306 ",1,0,1,1," A2 ",42410,75000,744,2000,1950,100.806451612903
"3589",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3673,6,NA," A2 "," 126 BOUNDARY AVENUE ","   "," 10306 ",1,0,1,1," A2 ",42584,137800,564,2640,1925,244.326241134752
"3590",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3673,14,NA," A5 "," 300 ADAMS AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42552,372500,1200,2550,1989,310.416666666667
"3591",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3673,17,NA," A6 "," 135 HAVEN AVENUE ","   "," 10306 ",1,0,1,1," A6 ",42445,210000,432,1320,1925,486.111111111111
"3594",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3679,6,NA," A5 "," 341 HUNTER AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42405,375107,1500,1414,2003,250.071333333333
"3595",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3679,7,NA," A5 "," 339 HUNTER AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42717,225000,1500,2222,2003,150
"3596",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3681,7,NA," A5 "," 387 STOBE AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42696,420000,1600,2300,1975,262.5
"3598",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3681,40,NA," A9 "," 22 ROWAN AVENUE ","   "," 10306 ",1,0,1,1," A9 ",42509,415000,1536,3800,1975,270.182291666667
"3599",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3681,77,NA," A5 "," 351 STOBE AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42535,445000,1536,3925,1975,289.713541666667
"3600",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3683,5,NA," A2 "," 385 ADAMS AVENUE ","   "," 10306 ",1,0,1,1," A2 ",42459,310000,792,5000,1940,391.414141414141
"3601",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3683,64,NA," A5 "," 396 JEFFERSON AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42660,425000,1248,3428,1970,340.544871794872
"3602",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3684,20,NA," A6 "," 363 HUNTER AVENUE ","   "," 10306 ",1,0,1,1," A6 ",42572,68900,644,2068,1950,106.987577639752
"3603",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3685,12,NA," A5 "," 274 HUNTER AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42478,580403,2703,3395,2015,214.725490196078
"3604",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3685,14,NA," A5 "," 276 HUNTER AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42479,585493,2703,3395,2015,216.608583055864
"3608",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3691,18,NA," A5 "," 14 STACEY LANE ","   "," 10306 ",1,0,1,1," A5 ",42528,485900,1400,2392,1997,347.071428571429
"3609",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3691,20,NA," A5 "," 16 STACEY LANE ","   "," 10306 ",1,0,1,1," A5 ",42405,465000,1400,2208,1997,332.142857142857
"3610",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3691,44,NA," A5 "," 35 STACEY LANE ","   "," 10306 ",1,0,1,1," A5 ",42576,435000,1400,2256,1997,310.714285714286
"3611",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3691,50,NA," A5 "," 27 STACEY LANE ","   "," 10306 ",1,0,1,1," A5 ",42635,500000,1400,2184,1997,357.142857142857
"3612",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3692,18,NA," A2 "," 16 ZWICKY AVENUE ","   "," 10306 ",1,0,1,1," A2 ",42613,470000,1050,4700,1955,447.619047619048
"3614",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3697,46,NA," A1 "," 343 GREELEY AVENUE ","   "," 10306 ",1,0,1,1," A1 ",42571,412000,1192,3200,1930,345.637583892617
"3615",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3699,36,NA," A1 "," 253 RUDYARD STREET ","   "," 10306 ",1,0,1,1," A1 ",42565,365000,1260,2000,2005,289.68253968254
"3617",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3701,42,NA," A5 "," 27 ELMTREE AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42579,390000,1042,1300,1991,374.280230326296
"3618",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3702,59,NA," A5 "," 321 SANILAC STREET ","   "," 10306 ",1,0,1,1," A5 ",42425,355000,1064,2400,1963,333.646616541353
"3621",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3703,59,NA," A5 "," 325 RUDYARD STREET ","   "," 10306 ",1,0,1,1," A5 ",42557,355000,1200,2000,1960,295.833333333333
"3623",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3706,4,NA," A5 "," 438 MASON AVENUE ","   "," 10305 ",1,0,1,1," A5 ",42613,345000,1248,2500,1980,276.442307692308
"3624",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3707,8,NA," A5 "," 478 LIBERTY AVENUE ","   "," 10305 ",1,0,1,1," A5 ",42745,510000,1825,1740,1985,279.452054794521
"3625",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3707,26,NA," A5 "," 510 LIBERTY AVENUE ","   "," 10305 ",1,0,1,1," A5 ",42552,431000,1825,1740,1985,236.164383561644
"3626",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3707,50,NA," A5 "," 547 BUEL AVENUE ","   "," 10305 ",1,0,1,1," A5 ",42466,380000,1825,1910,1985,208.219178082192
"3627",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3707,77,NA," A5 "," 503 BUEL AVENUE ","   "," 10305 ",1,0,1,1," A5 ",42633,108000,1200,2882,1979,90
"3628",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3708,63,NA," A5 "," 465 DONGAN HILLS AVENUE ","   "," 10305 ",1,0,1,1," A5 ",42629,499000,1500,2400,2003,332.666666666667
"3634",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3713,22,NA," A5 "," 234 SLATER BOULEVARD ","   "," 10305 ",1,0,1,1," A5 ",42549,243800,1872,2200,1980,130.235042735043
"3635",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3713,22,NA," A5 "," 234 SLATER BOULEVARD ","   "," 10305 ",1,0,1,1," A5 ",42423,415000,1872,2200,1980,221.688034188034
"3636",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3713,25,NA," A5 "," 240 SLATER BOULEVARD ","   "," 10305 ",1,0,1,1," A5 ",42684,420000,1872,2200,1980,224.358974358974
"3637",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3717,27,NA," A9 "," 456 STOBE AVENUE ","   "," 10306 ",1,0,1,1," A9 ",42626,577500,1512,2688,1980,381.944444444444
"3638",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3717,52,NA," A9 "," 449 JEFFERSON AVENUE ","   "," 10306 ",1,0,1,1," A9 ",42411,435000,1408,2464,1975,308.948863636364
"3640",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3724,31,NA," A6 "," 101 BEACHVIEW AVENUE ","   "," 10306 ",1,0,1,1," A6 ",42564,63600,456,1500,1930,139.473684210526
"3641",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3726,17,NA," A5 "," 397 HAMDEN AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42579,464900,1800,2250,2005,258.277777777778
"3642",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3729,27,NA," A6 "," 111 MORELAND STREET ","   "," 10306 ",1,0,1,1," A6 ",42606,235000,560,2280,1940,419.642857142857
"3643",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3731,37,NA," A9 "," 779 NUGENT AVENUE ","   "," 10306 ",1,0,1,1," A9 ",42459,375000,1200,1900,1984,312.5
"3644",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3733,52,NA," A5 "," 1191 MASON AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42619,495000,2000,2000,2000,247.5
"3645",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3734,16,NA," A6 "," 1178 MASON AVENUE ","   "," 10306 ",1,0,1,1," A6 ",42459,116162,532,1480,1935,218.34962406015
"3646",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3734,30,NA," A1 "," 165 MORELAND STREET ","   "," 10306 ",1,0,1,1," A1 ",42648,273500,844,3289,1930,324.052132701422
"3647",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3734,31,NA," A2 "," 167 MORELAND STREET ","   "," 10306 ",1,0,1,1," A2 ",42605,58300,542,1840,1930,107.564575645756
"3648",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3734,38,NA," A2 "," 181 MORELAND STREET ","   "," 10306 ",1,0,1,1," A2 ",42608,215000,576,1480,1925,373.263888888889
"3649",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3734,39,NA," A2 "," 185 MORELAND STREET ","   "," 10306 ",1,0,1,1," A2 ",42691,321280,630,2960,1945,509.968253968254
"3651",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3734,41,NA," A2 "," 187 MORELAND STREET ","   "," 10306 ",1,0,1,1," A2 ",42691,223892,504,1480,1920,444.230158730159
"3652",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3735,39,NA," A6 "," 173 KISWICK STREET ","   "," 10306 ",1,0,1,1," A6 ",42543,100700,672,2000,1955,149.85119047619
"3653",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3735,43,NA," A6 "," 181 KISWICK STREET ","   "," 10306 ",1,0,1,1," A6 ",42535,79500,468,2000,1920,169.871794871795
"3654",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3735,46,NA," A1 "," 187 KISWICK STREET ","   "," 10306 ",1,0,1,1," A1 ",42558,425000,1400,2000,2005,303.571428571429
"3655",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3735,49,NA," A6 "," 193 KISWICK STREET ","   "," 10306 ",1,0,1,1," A6 ",42615,68900,580,2000,1920,118.793103448276
"3656",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3736,15,NA," A6 "," 186 KISWICK STREET ","   "," 10306 ",1,0,1,1," A6 ",42691,193000,518,2000,1925,372.586872586873
"3657",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3738,1,NA," A2 "," 465 LINCOLN AVENUE ","   "," 10306 ",1,0,1,1," A2 ",42613,135000,382,2480,1940,353.403141361257
"3658",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3738,33,NA," A2 "," 235 MORELAND STREET ","   "," 10306 ",1,0,1,1," A2 ",42585,196000,637,1520,1940,307.692307692308
"3659",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3739,18,NA," A2 "," 216 MORELAND STREET ","   "," 10306 ",1,0,1,1," A2 ",42675,193000,868,1040,1935,222.350230414747
"3660",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3740,5,NA," A6 "," 501 LINCOLN AVENUE ","   "," 10306 ",1,0,1,1," A6 ",42720,330000,921,4000,1945,358.306188925081
"3661",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3741,27,NA," A2 "," 402 LINCOLN AVENUE ","   "," 10306 ",1,0,1,1," A2 ",42599,402800,1248,4000,1935,322.75641025641
"3662",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3744,17,NA," A5 "," 312 RUDYARD STREET ","   "," 10306 ",1,0,1,1," A5 ",42558,415000,1900,1467,1989,218.421052631579
"3664",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3744,42,NA," A5 "," 293 POULTNEY STREET ","   "," 10306 ",1,0,1,1," A5 ",42542,544763,2550,6000,2015,213.632549019608
"3666",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3745,15,NA," A2 "," 314 POULTNEY STREET ","   "," 10306 ",1,0,1,1," A2 ",42544,407000,798,6000,1930,510.025062656642
"3667",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3754,5,NA," A2 "," 548 NAUGHTON AVENUE ","   "," 10305 ",1,0,1,1," A2 ",42670,720000,2187,4400,1979,329.218106995885
"3668",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3754,7,NA," A9 "," 552 NAUGHTON AVENUE ","   "," 10305 ",1,0,1,1," A9 ",42646,520000,1386,3000,1979,375.180375180375
"3670",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3755,5,NA," A5 "," 786 OLYMPIA BOULEVARD ","   "," 10305 ",1,0,1,1," A5 ",42592,491661,2105,4897,2000,233.568171021378
"3676",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3791,8,NA," A2 "," 555 FREEBORN STREET ","   "," 10306 ",1,0,1,1," A2 ",42565,159000,540,4183,1940,294.444444444444
"3677",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3791,12,NA," A6 "," 148 FREEBORN STREET ","   "," 10306 ",1,0,1,1," A6 ",42508,167102,420,1900,1910,397.861904761905
"3682",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3793,2,NA," A5 "," 617 HUNTER AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42629,480000,1900,2100,2002,252.631578947368
"3683",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3795,43,NA," A6 "," 125 GRIMSBY STREET ","   "," 10306 ",1,0,1,1," A6 ",42696,170000,528,3800,1925,321.969696969697
"3685",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3796,30,NA," A2 "," 187 FREEBORN STREET ","   "," 10306 ",1,0,1,1," A2 ",42635,220000,616,3800,1950,357.142857142857
"3686",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3797,3,NA," A5 "," 35 MAPLETON AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42410,228150,1600,2000,2001,142.59375
"3687",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3797,7,NA," A2 "," 198 FREEBORN STREET ","   "," 10306 ",1,0,1,1," A2 ",42578,245000,816,5200,1955,300.245098039216
"3689",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3798,15,NA," A2 "," 824 NUGENT AVENUE ","   "," 10306 ",1,0,1,1," A2 ",42403,279716,828,4000,1950,337.821256038647
"3690",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3798,33,NA," A2 "," 169 GRIMSBY STREET ","   "," 10306 ",1,0,1,1," A2 ",42572,328600,1208,8550,1940,272.019867549669
"3692",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3799,20,NA," A5 "," 178 GRIMSBY STREET ","   "," 10306 ",1,0,1,1," A5 ",42510,325000,1600,1400,1991,203.125
"3695",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3799,127,NA," A6 "," 164A GRIMSBY STREET ","   "," 10306 ",1,0,1,1," A6 ",42597,100700,475,2800,1935,212
"3696",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3800,4,NA," A5 "," 13 HEMPSTEAD AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42612,425000,1680,2000,2007,252.97619047619
"3697",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3800,24,NA," A5 "," 24 MAPLETON AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42593,355000,1300,1300,1990,273.076923076923
"3699",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3800,39,NA," A5 "," 1035 OLYMPIA BOULEVARD ","   "," 10306 ",1,0,1,1," A5 ",42494,390000,1680,2000,2007,232.142857142857
"3701",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3802,12,NA," A2 "," 866 NUGENT AVENUE ","   "," 10306 ",1,0,1,1," A2 ",42688,230000,930,4000,1945,247.311827956989
"3703",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3802,29,NA," A5 "," 221 GRIMSBY STREET ","   "," 10306 ",1,0,1,1," A5 ",42501,419289,1740,2000,2015,240.970689655172
"3704",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3802,30,NA," A5 "," 223 GRIMSBY STREET ","   "," 10306 ",1,0,1,1," A5 ",42481,419289,1740,2000,2015,240.970689655172
"3705",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3804,16,NA," A5 "," 290 FREEBORN STREET ","   "," 10306 ",1,0,1,1," A5 ",42585,386000,1200,2000,2000,321.666666666667
"3706",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3804,27,NA," A1 "," 564 MIDLAND AVENUE ","   "," 10306 ",1,0,1,1," A1 ",42538,366000,1500,2609,1920,244
"3708",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3805,1,NA," A6 "," 57 MAPLETON AVENUE ","   "," 10306 ",1,0,1,1," A6 ",42592,150000,960,5301,1915,156.25
"3710",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3806,15,NA," A1 "," 186 COLONY AVENUE ","   "," 10306 ",1,0,1,1," A1 ",42460,382500,1000,2000,1925,382.5
"3712",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3806,125,NA," A5 "," 612 HUNTER AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42670,244291,1575,1875,1999,155.105396825397
"3713",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3807,1,NA," A5 "," 765 PATTERSON AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42548,480000,1600,2640,2003,300
"3715",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3808,5,NA," A5 "," 31 HEMPSTEAD AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42677,340000,960,1900,1989,354.166666666667
"3716",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3808,24,NA," A6 "," 42 MAPLETON AVENUE ","   "," 10306 ",1,0,1,1," A6 ",42691,100000,1080,4000,1899,92.5925925925926
"3718",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3809,12,NA," A5 "," 238 COLONY AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42710,467300,1200,2000,2012,389.416666666667
