"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.date","sale.price.n","gross.sqft","land.sqft","years.built","cs.pricePERsqft"
"681",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1631,47,NA," A9 "," 132 GAULDY AVENUE ","   "," 10314 ",1,0,1,1," A9 ",42629,349000,1332,1620,1987,262.012012012012
"682",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1631,55,NA," A9 "," 118 GAULDY AVENUE ","   "," 10314 ",1,0,1,1," A9 ",42696,330000,1080,1350,1987,305.555555555556
"683",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1631,72,NA," A9 "," 90 GAULDY AVENUE ","   "," 10314 ",1,0,1,1," A9 ",42522,340000,1296,2430,1987,262.345679012346
"685",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1632,102,NA," A9 "," 106 FAHY AVENUE ","   "," 10314 ",1,0,1,1," A9 ",42453,440000,2304,3909,1987,190.972222222222
"687",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1632,219,NA," A9 "," 117 GAULDY AVENUE ","   "," 10314 ",1,0,1,1," A9 ",42675,341500,1111,1590,1987,307.380738073807
"688",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1641,21,NA," A9 "," 114 COMSTOCK AVENUE ","   "," 10314 ",1,0,1,1," A9 ",42668,470000,1868,2728,1960,251.605995717345
"689",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1641,26,NA," A9 "," 122 COMSTOCK AVENUE ","   "," 10314 ",1,0,1,1," A9 ",42585,340000,1868,2794,1960,182.012847965739
"690",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1641,71,NA," A9 "," 180 JULES DRIVE ","   "," 10314 ",1,0,1,1," A9 ",42634,385000,1868,2706,1960,206.10278372591
"691",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1643,21,NA," A9 "," 46 COOKE STREET ","   "," 10314 ",1,0,1,1," A9 ",42607,375000,1528,2400,1970,245.418848167539
"692",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1646,92,NA," A9 "," 66 JULES DRIVE ","   "," 10314 ",1,0,1,1," A9 ",42723,406666,1700,2467,1970,239.215294117647
"695",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1655,74,NA," A5 "," 152 REGIS DRIVE ","   "," 10314 ",1,0,1,1," A5 ",42451,335000,1232,2420,1974,271.915584415584
"699",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1657,20,NA," A5 "," 201 JULES DRIVE ","   "," 10314 ",1,0,1,1," A5 ",42671,379000,1550,3050,1950,244.516129032258
"700",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1657,27,NA," A5 "," 217 JULES DRIVE ","   "," 10314 ",1,0,1,1," A5 ",42726,310000,1550,2500,1950,200
"701",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1657,112,NA," A5 "," 130 ADA DRIVE ","   "," 10314 ",1,0,1,1," A5 ",42586,154865,1232,2420,1970,125.70211038961
"702",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1670,41,NA," A9 "," 557 SOUTH AVENUE ","   "," 10303 ",1,0,1,1," A9 ",42513,242500,1670,2291,1984,145.209580838323
"703",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1670,42,NA," A9 "," 30 ANDREA PLACE ","   "," 10303 ",1,0,1,1," A9 ",42569,330000,1670,2391,1984,197.604790419162
"704",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1670,50,NA," A9 "," 14 ANDREA PLACE ","   "," 10303 ",1,0,1,1," A9 ",42550,298000,1670,1950,1984,178.443113772455
"705",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1670,113,NA," A9 "," 33 SPARTAN AVENUE ","   "," 10303 ",1,0,1,1," A9 ",42439,343500,1464,2375,1980,234.631147540984
"706",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1670,298,NA," A5 "," 74 AMADOR STREET ","   "," 10303 ",1,0,1,1," A5 ",42461,345000,1320,2675,1970,261.363636363636
"707",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1670,301,NA," A9 "," 68 AMADOR STREET ","   "," 10303 ",1,0,1,1," A5 ",42717,430000,1320,2725,1970,325.757575757576
"709",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1670,529,NA," A9 "," 84 BIRCH ROAD ","   "," 10303 ",1,0,1,1," A5 ",42704,372500,1440,1900,1970,258.680555555556
"711",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1680,120,NA," A5 "," 33 LUDWIG LANE ","   "," 10303 ",1,0,1,1," A5 ",42515,375000,2807,2100,1999,133.594584966156
"713",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1680,218,NA," A5 "," 426 WILCOX STREET ","   "," 10303 ",1,0,1,1," A5 ",42593,305000,1595,1476,1988,191.222570532915
"715",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1680,253,NA," A5 "," 47 FRANCESCA LANE ","   "," 10303 ",1,0,1,1," A5 ",42625,350000,1159,1476,1988,301.984469370147
"716",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1680,301,NA," A5 "," 92 BENJAMIN DRIVE ","   "," 10303 ",1,0,1,1," A5 ",42530,335000,1324,1472,1988,253.021148036254
"721",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1681,39,NA," A5 "," 386 WILCOX STREET ","   "," 10303 ",1,0,1,1," A5 ",42625,320000,1324,1909,1988,241.691842900302
"722",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1681,98,NA," A5 "," 28 CAROL PLACE ","   "," 10303 ",1,0,1,1," A5 ",42537,250000,1159,1638,1988,215.703192407248
"723",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1681,125,NA," A5 "," 23 DOREEN DRIVE ","   "," 10303 ",1,0,1,1," A5 ",42667,320000,1159,1638,1988,276.100086281277
"724",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1682,7,NA," A5 "," 52 DOREEN DRIVE ","   "," 10303 ",1,0,1,1," A5 ",42688,325000,1324,1410,1988,245.468277945619
"726",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1682,51,NA," A5 "," 31 ELEANOR PLACE ","   "," 10303 ",1,0,1,1," A5 ",42711,358000,1595,1638,1988,224.451410658307
"727",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1682,97,NA," A5 "," 32 ELEANOR PLACE ","   "," 10303 ",1,0,1,1," A5 ",42466,296000,953,1365,1988,310.598111227702
"729",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1682,130,NA," A5 "," 31 ADRIANNE LANE ","   "," 10303 ",1,0,1,1," A5 ",42510,315000,1159,1638,1988,271.786022433132
"730",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1682,146,NA," A5 "," 63 ADRIANNE LANE ","   "," 10303 ",1,0,1,1," A5 ",42716,315000,953,1456,1993,330.535152151102
"732",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1692,95,NA," A5 "," 70 HEANEY AVENUE ","   "," 10303 ",1,0,1,1," A5 ",42524,315000,1158,2640,1989,272.020725388601
"733",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1700,82,NA," A2 "," 40 EUNICE PLACE ","   "," 10303 ",1,0,1,1," A2 ",42473,625000,1299,12125,1946,481.139337952271
"734",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1701,10,NA," A5 "," 38 MATTHEW PLACE ","   "," 10303 ",1,0,1,1," A5 ",42536,285000,1000,1170,1996,285
"735",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1701,88,NA," A5 "," 16 CLAUDIA COURT ","   "," 10303 ",1,0,1,1," A5 ",42746,350000,1595,1559,1995,219.435736677116
"736",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1701,98,NA," A5 "," 19 HEATHER COURT ","   "," 10303 ",1,0,1,1," A5 ",42669,290000,993,1349,1995,292.044310171198
"737",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1701,169,NA," A5 "," 72 EUNICE PLACE ","   "," 10303 ",1,0,1,1," A5 ",42619,327500,1000,1420,1996,327.5
"739",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1703,76,NA," A9 "," 82 WILCOX STREET ","   "," 10303 ",1,0,1,1," A9 ",42405,240000,1472,2525,1978,163.04347826087
"740",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1704,20,NA," A5 "," 35 SANDERS STREET ","   "," 10303 ",1,0,1,1," A5 ",42513,373000,1232,2396,2005,302.75974025974
"741",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1704,23,NA," A5 "," 29 SANDERS STREET ","   "," 10303 ",1,0,1,1," A5 ",42625,375000,1232,2396,2005,304.383116883117
"742",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2070,62,NA," A5 "," 29 ETON PLACE ","   "," 10314 ",1,0,1,1," A5 ",42492,464800,1552,2400,1975,299.484536082474
"744",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2070,170,NA," A5 "," 51 ETON PLACE ","   "," 10314 ",1,0,1,1," A5 ",42537,530000,1792,2288,1980,295.758928571429
"745",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2073,11,NA," A5 "," 95 SAYBROOK STREET ","   "," 10314 ",1,0,1,1," A5 ",42632,530000,1504,2600,1980,352.393617021277
"746",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2073,12,NA," A5 "," 93 SAYBROOK STREET ","   "," 10314 ",1,0,1,1," A5 ",42612,365000,1504,2475,1980,242.686170212766
"747",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2073,15,NA," A5 "," 87 SAYBROOK STREET ","   "," 10314 ",1,0,1,1," A5 ",42503,455000,1504,2475,1980,302.526595744681
"748",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2073,57,NA," A5 "," 3 SAYBROOK STREET ","   "," 10314 ",1,0,1,1," A5 ",42412,425000,1598,3016,1980,265.957446808511
"749",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2145,172,NA," A1 "," 3306 VICTORY BOULEVARD ","   "," 10314 ",1,0,1,1," A1 ",42633,265000,1008,8400,1930,262.896825396825
"751",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2155,9,NA," A1 "," 20 DAWSON CIRCLE ","   "," 10314 ",1,0,1,1," A1 ",42662,815000,1922,5821,1970,424.037460978148
"752",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2155,110,NA," A1 "," 93 DAWSON COURT ","   "," 10314 ",1,0,1,1," A1 ",42466,680000,1576,6726,1970,431.472081218274
"753",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2156,61,NA," A5 "," 15 TIMOTHY COURT ","   "," 10314 ",1,0,1,1," A5 ",42408,390000,1960,5460,1996,198.979591836735
"754",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2197,50,NA," A9 "," 94 SIDEVIEW AVENUE ","   "," 10314 ",1,0,1,1," A5 ",42676,499900,1584,2400,1975,315.593434343434
"755",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2197,95,NA," A5 "," 3301 VICTORY BOULEVARD ","   "," 10314 ",1,0,1,1," A5 ",42683,445000,1360,2925,1970,327.205882352941
"757",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2197,102,NA," A5 "," 338 GRAHAM AVENUE ","   "," 10314 ",1,0,1,1," A5 ",42552,470000,1584,2525,1975,296.717171717172
"759",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2223,30,NA," A5 "," 209 SOMMER AVENUE ","   "," 10314 ",1,0,1,1," A5 ",42702,540000,1200,2000,2003,450
"760",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2223,31,NA," A5 "," 211 SOMMER AVENUE ","   "," 10314 ",1,0,1,1," A5 ",42675,515000,1200,2000,2003,429.166666666667
"761",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2224,36,NA," A9 "," 202 SOMMER AVENUE ","   "," 10314 ",1,0,1,1," A5 ",42677,200000,1184,2500,1975,168.918918918919
"762",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2230,15,NA," A1 "," 47 SIDEVIEW AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42704,270000,2153,4000,1920,125.406409660938
"764",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2230,20,NA," A5 "," 57 SIDEVIEW AVENUE ","   "," 10314 ",1,0,1,1," A5 ",42592,440000,1830,2000,1997,240.437158469945
"765",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2231,286,NA," A1 "," 15 BERGLUND AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42510,660000,2000,4560,1970,330
"766",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2231,286,NA," A1 "," 15 BERGLUND AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42513,660000,2000,4560,1970,330
"767",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2236,50,NA," A5 "," 30 DANNY COURT ","   "," 10314 ",1,0,1,1," A5 ",42748,420810,1800,2850,2003,233.783333333333
"768",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2236,50,NA," A5 "," 30 DANNY COURT ","   "," 10314 ",1,0,1,1," A5 ",42550,378171,1800,2850,2003,210.095
"769",5," BULLS HEAD "," 01 ONE FAMILY DWELLINGS                     "," 1 ",2236,52,NA," A5 "," 38 DANNY COURT ","   "," 10314 ",1,0,1,1," A5 ",42487,420000,1800,1710,2003,233.333333333333
"770",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1499,38,NA," B2 "," 12 MADISON AVENUE ","   "," 10314 ",2,0,2,1," B2 ",42734,653000,2596,4480,1970,251.540832049307
"773",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1515,32,NA," B3 "," 534 WEST CASWELL AVENUE ","   "," 10314 ",2,0,2,1," B3 ",42724,580000,1536,6745,1955,377.604166666667
"774",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1517,13,NA," B2 "," 757 WILLOW ROAD WEST ","   "," 10314 ",2,0,2,1," B2 ",42657,560000,1312,5059,1905,426.829268292683
"775",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1557,3,NA," B9 "," 11 RICHARD LANE ","   "," 10314 ",2,0,2,1," B9 ",42709,410000,2068,3200,1980,198.25918762089
"776",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1557,21,NA," B9 "," 57 RICHARD LANE ","   "," 10314 ",2,0,2,1," B9 ",42576,549000,2068,1900,1980,265.473887814313
"779",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1560,136,NA," B2 "," 68 GARY COURT ","   "," 10314 ",2,0,2,1," B2 ",42648,460000,2068,2000,1975,222.437137330754
"780",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1574,18,NA," B2 "," 163 MERRILL AVENUE ","   "," 10314 ",2,0,2,1," B2 ",42516,240000,2056,4600,1970,116.731517509728
"781",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1574,120,NA," B2 "," 9 COMMERCE STREET ","   "," 10314 ",2,0,2,1," B2 ",42607,705000,2340,4200,1970,301.282051282051
"782",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1575,9,NA," B2 "," 39 OLIVER PLACE ","   "," 10314 ",2,0,2,1," B2 ",42746,600000,2100,4200,1970,285.714285714286
"785",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1576,9,NA," B9 "," 45 NADAL PLACE ","   "," 10314 ",2,0,2,1," B9 ",42606,615000,1440,3675,1970,427.083333333333
"786",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1580,36,NA," B9 "," 29 MERRILL AVENUE ","   "," 10314 ",2,0,2,1," B9 ",42419,175000,2500,3500,1997,70
"789",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1582,42,NA," B9 "," 26 LEGGETT PLACE ","   "," 10314 ",2,0,2,1," B9 ",42723,565000,1560,3540,1975,362.179487179487
"790",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1584,34,NA," B2 "," 12 MORGAN LANE ","   "," 10314 ",2,0,2,1," B2 ",42622,670000,2544,4278,1970,263.364779874214
"791",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1584,50,NA," B2 "," 48 MORGAN LANE ","   "," 10314 ",2,0,2,1," B2 ",42615,700000,2544,4278,1970,275.157232704403
"792",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1595,172,NA," B9 "," 415 HILLMAN AVENUE ","   "," 10314 ",2,0,2,1," B9 ",42544,450000,1632,2500,1980,275.735294117647
"793",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1597,123,NA," B2 "," 289 ARLENE STREET ","   "," 10314 ",2,0,2,1," B2 ",42705,662500,2244,4000,1965,295.231729055258
"794",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1597,135,NA," B2 "," 265 ARLENE STREET ","   "," 10314 ",2,0,2,1," B2 ",42632,645000,2244,4000,1970,287.433155080214
"795",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1597,137,NA," B2 "," 261 ARLENE STREET ","   "," 10314 ",2,0,2,1," B2 ",42608,590000,2244,4000,1970,262.923351158645
"796",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1599,111,NA," B2 "," 85 FIELDSTONE ROAD ","   "," 10314 ",2,0,2,1," B2 ",42706,269550,2176,3379,1970,123.874080882353
"797",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1600,9,NA," B2 "," 188 ROMAN AVENUE ","   "," 10314 ",2,0,2,1," B2 ",42429,476580,1845,1379,2015,258.308943089431
"798",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1600,19,NA," B2 "," 208 ROMAN AVENUE ","   "," 10314 ",2,0,2,1," B2 ",42487,471510,1845,2468,2015,255.560975609756
"799",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1602,33,NA," B2 "," 137 ELSON STREET ","   "," 10314 ",2,0,2,1," B2 ",42740,609931,1884,2565,2015,323.742569002123
"801",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1622,3,NA," B2 "," 10 KINGSBRIDGE AVENUE ","   "," 10314 ",2,0,2,1," B2 ",42453,475000,1470,2583,1981,323.12925170068
"804",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1641,66,NA," B9 "," 172 JULES DRIVE ","   "," 10314 ",2,0,2,1," B9 ",42733,499999,1868,3388,1960,267.665417558887
"805",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1643,1,NA," B9 "," 69 DOMAIN STREET ","   "," 10314 ",2,0,2,1," B9 ",42599,420000,1728,4300,1970,243.055555555556
"808",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1646,14,NA," B9 "," 41 COMSTOCK AVENUE ","   "," 10314 ",2,0,2,1," B9 ",42627,467500,1900,3842,1970,246.052631578947
"809",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1646,64,NA," B9 "," 108 JULES DRIVE ","   "," 10314 ",2,0,2,1," B9 ",42585,490000,1900,3861,1970,257.894736842105
"810",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1655,59,NA," B9 "," 182 REGIS DRIVE ","   "," 10314 ",2,0,2,1," B9 ",42545,327000,1912,3450,1974,171.02510460251
"811",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1655,59,NA," B9 "," 182 REGIS DRIVE ","   "," 10314 ",2,0,2,1," B9 ",42403,246691,1912,3450,1974,129.022489539749
"815",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1658,72,NA," B2 "," 123 ADA DRIVE ","   "," 10314 ",2,0,2,1," B2 ",42738,534888,1624,3275,1983,329.364532019704
"816",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1658,116,NA," B2 "," 201 ADA DRIVE ","   "," 10314 ",2,0,2,1," B2 ",42704,479000,1624,3325,1980,294.950738916256
"817",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1658,160,NA," B2 "," 279 ADA DRIVE ","   "," 10314 ",2,0,2,1," B2 ",42613,485000,2121,3248,1984,228.665723715229
"818",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1670,61,NA," B2 "," 135 SPARTAN AVENUE ","   "," 10303 ",2,0,2,1," B2 ",42420,438666,2256,1947,1975,194.44414893617
"819",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1670,82,NA," B9 "," 99 SPARTAN AVENUE ","   "," 10303 ",2,0,2,1," B9 ",42733,495000,2256,3040,1975,219.414893617021
"821",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1670,124,NA," B2 "," 7 SPARTAN AVENUE ","   "," 10303 ",2,0,2,1," B2 ",42635,550000,2400,3800,1980,229.166666666667
"822",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1670,165,NA," B2 "," 61 WOODCREST ROAD ","   "," 10303 ",2,0,2,1," B2 ",42444,550000,2400,3800,1980,229.166666666667
"824",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1670,438,NA," B2 "," 505 LISK AVENUE ","   "," 10303 ",2,0,2,1," B2 ",42709,415000,1479,3000,1975,280.594996619337
"826",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1672,20,NA," B9 "," 104 SPARTAN AVENUE ","   "," 10303 ",2,0,2,1," B9 ",42586,465000,2256,2755,1975,206.117021276596
"831",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1674,39,NA," B2 "," 40 WOODCREST ROAD ","   "," 10303 ",2,0,2,1," B2 ",42475,440000,2100,3864,1970,209.52380952381
"832",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1674,66,NA," B9 "," 32 ALBERT COURT ","   "," 10303 ",2,0,2,1," B9 ",42451,170000,2256,2610,1970,75.354609929078
"833",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",1703,23,NA," B2 "," 27 EUNICE PLACE ","   "," 10303 ",2,0,2,1," B2 ",42648,420000,877,5000,1946,478.905359179019
"834",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",2070,32,NA," B9 "," 70 CROFT PLACE ","   "," 10314 ",2,0,2,1," B9 ",42515,150000,1530,2600,1979,98.0392156862745
"835",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",2070,33,NA," B9 "," 74 CROFT PLACE ","   "," 10314 ",2,0,2,1," B9 ",42542,500000,1530,2600,1979,326.797385620915
"836",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",2073,103,NA," B2 "," 88 GOLLER PLACE ","   "," 10314 ",2,0,2,1," B2 ",42529,455000,1408,2400,1980,323.153409090909
"838",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",2074,55,NA," B9 "," 3 GOLLER PLACE ","   "," 10314 ",2,0,2,1," B9 ",42576,275000,1410,2800,1980,195.035460992908
"840",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",2149,26,NA," B2 "," 144 DAWSON CIRCLE ","   "," 10314 ",2,0,2,1," B2 ",42425,635000,1930,5628,1970,329.015544041451
"842",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",2151,132,NA," B2 "," 148 FOREST STREET ","   "," 10314 ",2,0,2,1," B2 ",42655,620000,2357,4500,1970,263.046245226983
"843",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",2153,31,NA," B2 "," 55 SIGNS ROAD ","   "," 10314 ",2,0,2,1," B2 ",42692,660000,2254,4600,1965,292.812777284827
"844",5," BULLS HEAD "," 02 TWO FAMILY DWELLINGS                     "," 1 ",2153,58,NA," A1 "," 125 AMSTERDAM AVENUE ","   "," 10314 ",1,0,1,1," B2 ",42716,703000,2902,6067,1965,242.246726395589
